Iteration,Time Step,Time,Vx Vel,Vy Vel,Vz Vel,Pressure,Temp,TKE,TED,Scalar
310,31,31,0.275439,0.163838,0.0318434,0.0876312,21.195,0.134748,0.0546111,0
311,32,32,0.275428,0.163792,0.0317727,0.0876312,21.195,0.134302,0.0539979,0
312,32,32,0.275411,0.163822,0.0317821,0.0876312,21.195,0.134339,0.0539461,0
313,32,32,0.275403,0.163837,0.0317847,0.0876312,21.195,0.134339,0.0540108,0
314,32,32,0.275398,0.163843,0.0317852,0.0876312,21.195,0.134339,0.0540293,0
315,32,32,0.275395,0.163847,0.031785,0.0876312,21.195,0.134335,0.0540042,0
316,32,32,0.275394,0.163849,0.0317845,0.0876312,21.195,0.134332,0.0540262,0
317,32,32,0.275392,0.16385,0.0317839,0.0876312,21.195,0.134326,0.0541448,0
318,32,32,0.275392,0.163851,0.0317834,0.0876312,21.195,0.134324,0.0543298,0
319,32,32,0.275391,0.163852,0.0317828,0.0876312,21.195,0.134318,0.0544038,0
320,32,32,0.275418,0.163868,0.0318394,0.0876727,21.195,0.134318,0.0544045,0
321,33,33,0.275413,0.163818,0.0317811,0.0876727,21.195,0.133942,0.0544764,0
322,33,33,0.275399,0.163849,0.0317929,0.0876727,21.195,0.133977,0.055106,0
323,33,33,0.275391,0.163863,0.0317976,0.0876727,21.195,0.133987,0.0550389,0
324,33,33,0.275386,0.163869,0.0317999,0.0876727,21.195,0.133988,0.0546062,0
325,33,33,0.275384,0.163872,0.0318012,0.0876727,21.195,0.133991,0.0542707,0
326,33,33,0.275382,0.163873,0.031802,0.0876727,21.195,0.13399,0.0540442,0
327,33,33,0.27538,0.163874,0.0318026,0.0876727,21.195,0.133991,0.0550157,0
328,33,33,0.275379,0.163875,0.031803,0.0876727,21.195,0.133988,0.0557686,0
329,33,33,0.275378,0.163875,0.0318033,0.0876727,21.195,0.133988,0.0552246,0
330,33,33,0.2754,0.163884,0.0318523,0.087699,21.195,0.133988,0.0552243,0
331,34,34,0.275405,0.16383,0.0318045,0.087699,21.195,0.133655,0.0550561,0
332,34,34,0.27539,0.163859,0.0318177,0.087699,21.195,0.133707,0.0552,0
333,34,34,0.275383,0.163872,0.0318238,0.087699,21.195,0.133723,0.0548248,0
334,34,34,0.275378,0.163877,0.0318273,0.087699,21.195,0.133729,0.0545552,0
335,34,34,0.275375,0.16388,0.0318297,0.087699,21.195,0.133733,0.0542331,0
336,34,34,0.275373,0.163881,0.0318314,0.087699,21.195,0.133734,0.0544162,0
337,34,34,0.275372,0.163882,0.0318327,0.087699,21.195,0.133736,0.0546613,0
338,34,34,0.27537,0.163882,0.0318338,0.087699,21.195,0.133736,0.054998,0
339,34,34,0.27537,0.163882,0.0318346,0.087699,21.195,0.133738,0.0547575,0
340,34,34,0.275389,0.163886,0.031878,0.0877214,21.195,0.133738,0.0547571,0
341,35,35,0.275405,0.163824,0.0318389,0.0877214,21.195,0.133439,0.0544173,0
342,35,35,0.275391,0.163852,0.0318523,0.0877214,21.195,0.133499,0.0542236,0
343,35,35,0.275382,0.163863,0.031859,0.0877214,21.195,0.133522,0.054168,0
344,35,35,0.275377,0.163868,0.0318631,0.0877214,21.195,0.133537,0.0541975,0
345,35,35,0.275374,0.16387,0.031866,0.0877214,21.195,0.133544,0.0542231,0
346,35,35,0.275372,0.16387,0.0318683,0.0877214,21.195,0.133554,0.0540124,0
347,35,35,0.27537,0.163871,0.0318701,0.0877214,21.195,0.133558,0.054212,0
348,35,35,0.275369,0.163871,0.0318716,0.0877214,21.195,0.133566,0.0544638,0
349,35,35,0.275368,0.163871,0.031873,0.0877214,21.195,0.133568,0.0543599,0
350,35,35,0.275388,0.163872,0.031912,0.0877462,21.195,0.133568,0.05436,0
351,36,36,0.27541,0.163802,0.0318804,0.0877462,21.195,0.133316,0.0543656,0
352,36,36,0.275397,0.163828,0.0318934,0.0877462,21.195,0.133387,0.054254,0
353,36,36,0.27539,0.163838,0.0319001,0.0877462,21.195,0.133416,0.0537229,0
354,36,36,0.275385,0.163841,0.0319043,0.0877462,21.195,0.133434,0.0538489,0
355,36,36,0.275383,0.163843,0.0319074,0.0877462,21.195,0.133448,0.0538333,0
356,36,36,0.275381,0.163843,0.0319099,0.0877462,21.195,0.13346,0.0536875,0
357,36,36,0.27538,0.163843,0.0319119,0.0877462,21.195,0.133469,0.0535345,0
358,36,36,0.275379,0.163843,0.0319136,0.0877462,21.195,0.13348,0.0533801,0
359,36,36,0.275378,0.163842,0.031915,0.0877462,21.195,0.133488,0.0534789,0
360,36,36,0.2754,0.163842,0.0319512,0.0877761,21.195,0.133488,0.0534799,0
361,37,37,0.275428,0.163764,0.031926,0.0877761,21.195,0.133277,0.0532776,0
362,37,37,0.275416,0.163787,0.0319382,0.0877761,21.195,0.13336,0.0532163,0
363,37,37,0.275409,0.163796,0.0319445,0.0877761,21.195,0.133396,0.0531593,0
364,37,37,0.275406,0.163798,0.0319485,0.0877761,21.195,0.133419,0.0533679,0
365,37,37,0.275404,0.163799,0.0319516,0.0877761,21.195,0.133439,0.0571548,0
366,37,37,0.275402,0.163799,0.031954,0.0877761,21.195,0.133456,0.0629475,0
367,37,37,0.275401,0.163798,0.031956,0.0877761,21.195,0.133471,0.0631544,0
368,37,37,0.275401,0.163798,0.0319578,0.0877761,21.195,0.133485,0.0608939,0
369,37,37,0.2754,0.163797,0.0319593,0.0877761,21.195,0.133499,0.0581544,0
370,37,37,0.275423,0.163796,0.0319939,0.087811,21.195,0.133499,0.0581563,0
371,38,38,0.275456,0.16371,0.0319745,0.087811,21.195,0.133333,0.0563161,0
372,38,38,0.275445,0.163732,0.0319855,0.087811,21.195,0.133431,0.0553732,0
373,38,38,0.27544,0.163739,0.0319911,0.087811,21.195,0.133475,0.054909,0
374,38,38,0.275437,0.163741,0.0319947,0.087811,21.195,0.133506,0.0542614,0
375,38,38,0.275435,0.163741,0.0319975,0.087811,21.195,0.13353,0.0540635,0
376,38,38,0.275434,0.163741,0.0319997,0.087811,21.195,0.133551,0.0541393,0
377,38,38,0.275434,0.16374,0.0320017,0.087811,21.195,0.133569,0.053942,0
378,38,38,0.275434,0.16374,0.0320034,0.087811,21.195,0.133587,0.0542095,0
379,38,38,0.275434,0.163739,0.0320049,0.087811,21.195,0.133603,0.0539694,0
380,38,38,0.275457,0.163737,0.0320388,0.087849,21.195,0.133604,0.053972,0
381,39,39,0.275494,0.163644,0.0320243,0.087849,21.195,0.133481,0.0536781,0
382,39,39,0.275484,0.163664,0.0320344,0.087849,21.195,0.133584,0.0534851,0
383,39,39,0.275479,0.16367,0.0320395,0.087849,21.195,0.133637,0.0542482,0
384,39,39,0.275477,0.163672,0.0320428,0.087849,21.195,0.133675,0.0548755,0
385,39,39,0.275476,0.163672,0.0320454,0.087849,21.195,0.133705,0.0545061,0
386,39,39,0.275476,0.163672,0.0320476,0.087849,21.195,0.133731,0.054171,0
387,39,39,0.275476,0.163672,0.0320494,0.087849,21.195,0.133755,0.0541155,0
388,39,39,0.275477,0.163671,0.0320511,0.087849,21.195,0.133777,0.0536604,0
389,39,39,0.275477,0.163671,0.0320526,0.087849,21.195,0.133798,0.0535095,0
390,39,39,0.275499,0.163668,0.0320861,0.0878858,21.195,0.133799,0.0535122,0
391,40,40,0.27554,0.163569,0.0320768,0.0878858,21.195,0.133719,0.0535138,0
392,40,40,0.275531,0.163588,0.0320861,0.0878858,21.195,0.133837,0.0536718,0
393,40,40,0.275527,0.163594,0.0320907,0.0878858,21.195,0.133901,0.0536101,0
394,40,40,0.275525,0.163596,0.0320937,0.0878858,21.195,0.133944,0.0534548,0
395,40,40,0.275524,0.163596,0.032096,0.0878858,21.195,0.133978,0.0533993,0
396,40,40,0.275525,0.163596,0.032098,0.0878858,21.195,0.134009,0.0535552,0
397,40,40,0.275525,0.163596,0.0320998,0.0878858,21.195,0.134034,0.0534572,0
398,40,40,0.275526,0.163597,0.0321013,0.0878858,21.195,0.134057,0.0534286,0
399,40,40,0.275527,0.163597,0.0321028,0.0878858,21.195,0.13408,0.0534732,0
400,40,40,0.275546,0.163592,0.032136,0.0879189,21.195,0.134081,0.0534757,0
401,41,41,0.275592,0.163487,0.0321319,0.0879189,21.195,0.134043,0.0533851,0
402,41,41,0.275585,0.163507,0.0321402,0.0879189,21.195,0.134196,0.0532186,0
403,41,41,0.27558,0.163513,0.0321444,0.0879189,21.195,0.134259,0.0531912,0
404,41,41,0.275578,0.163515,0.0321472,0.0879189,21.195,0.134302,0.053114,0
405,41,41,0.275578,0.163516,0.0321493,0.0879189,21.195,0.134337,0.0530575,0
406,41,41,0.275578,0.163517,0.0321512,0.0879189,21.195,0.134367,0.053015,0
407,41,41,0.275579,0.163517,0.0321528,0.0879189,21.195,0.134392,0.0530121,0
408,41,41,0.27558,0.163518,0.0321542,0.0879189,21.195,0.134416,0.0531257,0
409,41,41,0.275581,0.163518,0.0321556,0.0879189,21.195,0.134437,0.0532724,0
410,41,41,0.275597,0.163511,0.0321885,0.0879463,21.195,0.134438,0.0532747,0
411,42,42,0.275645,0.163402,0.0321895,0.0879463,21.195,0.134443,0.0531866,0
412,42,42,0.275637,0.163421,0.0321981,0.0879463,21.195,0.134566,0.053287,0
413,42,42,0.275633,0.163427,0.0322023,0.0879463,21.195,0.134629,0.0531493,0
414,42,42,0.275631,0.163429,0.0322051,0.0879463,21.195,0.134673,0.0530826,0
415,42,42,0.275631,0.163431,0.0322073,0.0879463,21.195,0.13471,0.0532232,0
416,42,42,0.275632,0.163432,0.0322093,0.0879463,21.195,0.134736,0.0532804,0
417,42,42,0.275633,0.163433,0.0322111,0.0879463,21.195,0.134762,0.0537127,0
418,42,42,0.275634,0.163434,0.0322127,0.0879463,21.195,0.134782,0.0539889,0
419,42,42,0.275635,0.163435,0.0322143,0.0879463,21.195,0.134804,0.0536808,0
420,42,42,0.275646,0.163424,0.032244,0.0879702,21.195,0.134805,0.0536827,0
421,43,43,0.275695,0.16331,0.0322508,0.0879702,21.195,0.134807,0.0535552,0
422,43,43,0.275688,0.163328,0.0322591,0.0879702,21.195,0.134922,0.053608,0
423,43,43,0.275685,0.163335,0.0322628,0.0879702,21.195,0.134981,0.0533685,0
424,43,43,0.275684,0.163337,0.0322651,0.0879702,21.195,0.135022,0.0534895,0
425,43,43,0.275684,0.163339,0.0322669,0.0879702,21.195,0.135052,0.0534776,0
426,43,43,0.275685,0.16334,0.0322683,0.0879702,21.195,0.135076,0.0534079,0
427,43,43,0.275687,0.163341,0.0322695,0.0879702,21.195,0.135096,0.0532678,0
428,43,43,0.275688,0.163342,0.0322706,0.0879702,21.195,0.135114,0.0531754,0
429,43,43,0.27569,0.163343,0.0322716,0.0879702,21.195,0.135132,0.0533864,0
430,43,43,0.275697,0.163329,0.0323006,0.0879844,21.195,0.135131,0.0533875,0
431,44,44,0.275749,0.163208,0.0323108,0.0879844,21.195,0.135107,0.0533211,0
432,44,44,0.275743,0.163225,0.0323183,0.0879844,21.195,0.135217,0.0533069,0
433,44,44,0.275739,0.163231,0.0323214,0.0879844,21.195,0.135272,0.0531629,0
434,44,44,0.275738,0.163233,0.0323232,0.0879844,21.195,0.13531,0.0531511,0
435,44,44,0.275738,0.163235,0.0323244,0.0879844,21.195,0.135338,0.0541658,0
436,44,44,0.275739,0.163236,0.0323254,0.0879844,21.195,0.13536,0.0548312,0
437,44,44,0.27574,0.163237,0.0323262,0.0879844,21.195,0.135379,0.0550809,0
438,44,44,0.275742,0.163238,0.0323266,0.0879844,21.195,0.135395,0.055334,0
439,44,44,0.275743,0.163238,0.0323271,0.0879844,21.195,0.135411,0.0551219,0
440,44,44,0.275749,0.163222,0.0323551,0.0879913,21.195,0.13541,0.0551222,0
441,45,45,0.275801,0.163093,0.0323685,0.0879913,21.195,0.135365,0.0549706,0
442,45,45,0.275795,0.163107,0.0323749,0.0879913,21.195,0.135472,0.054757,0
443,45,45,0.275793,0.163112,0.0323772,0.0879913,21.195,0.135525,0.0545684,0
444,45,45,0.275792,0.163113,0.0323783,0.0879913,21.195,0.135564,0.0543165,0
445,45,45,0.275792,0.163115,0.032379,0.0879913,21.195,0.135594,0.0539046,0
446,45,45,0.275793,0.163116,0.0323796,0.0879913,21.195,0.135616,0.0539985,0
447,45,45,0.275794,0.163116,0.03238,0.0879913,21.195,0.135636,0.0540909,0
448,45,45,0.275795,0.163117,0.0323804,0.0879913,21.195,0.135654,0.0542377,0
449,45,45,0.275796,0.163118,0.0323807,0.0879913,21.195,0.135671,0.0541643,0
450,45,45,0.275801,0.163102,0.0324075,0.0879945,21.195,0.135669,0.0541642,0
451,46,46,0.275854,0.162964,0.032424,0.0879945,21.195,0.135622,0.0541001,0
452,46,46,0.27585,0.162975,0.0324298,0.0879945,21.195,0.135722,0.0538759,0
453,46,46,0.275848,0.162978,0.0324315,0.0879945,21.195,0.135776,0.0536715,0
454,46,46,0.275847,0.162979,0.0324322,0.0879945,21.195,0.13581,0.0536271,0
455,46,46,0.275848,0.16298,0.0324325,0.0879945,21.195,0.135834,0.0537836,0
456,46,46,0.275848,0.162981,0.0324328,0.0879945,21.195,0.135856,0.0536401,0
457,46,46,0.275849,0.162981,0.0324329,0.0879945,21.195,0.135873,0.0536522,0
458,46,46,0.27585,0.162982,0.0324331,0.0879945,21.195,0.135891,0.0539931,0
459,46,46,0.275851,0.162982,0.0324333,0.0879945,21.195,0.135905,0.053879,0
460,46,46,0.275856,0.162969,0.0324583,0.0879964,21.195,0.135904,0.0538788,0
461,47,47,0.275911,0.162823,0.0324777,0.0879964,21.195,0.135855,0.0537719,0
462,47,47,0.275908,0.162832,0.0324828,0.0879964,21.195,0.135943,0.0535117,0
463,47,47,0.275906,0.162833,0.0324843,0.0879964,21.195,0.135993,0.0534265,0
464,47,47,0.275905,0.162833,0.0324848,0.0879964,21.195,0.136021,0.0534608,0
465,47,47,0.275906,0.162834,0.0324851,0.0879964,21.195,0.136048,0.0533961,0
466,47,47,0.275906,0.162834,0.0324852,0.0879964,21.195,0.136065,0.0532673,0
467,47,47,0.275907,0.162834,0.0324854,0.0879964,21.195,0.136085,0.0532215,0
468,47,47,0.275908,0.162835,0.0324856,0.0879964,21.195,0.136098,0.0531993,0
469,47,47,0.275909,0.162835,0.0324858,0.0879964,21.195,0.136115,0.0532046,0
470,47,47,0.275914,0.162823,0.0325086,0.0879981,21.195,0.136114,0.0532046,0
471,48,48,0.275972,0.162671,0.0325306,0.0879981,21.195,0.136058,0.053072,0
472,48,48,0.275968,0.162677,0.0325355,0.0879981,21.195,0.136152,0.053146,0
473,48,48,0.275966,0.162678,0.0325368,0.0879981,21.195,0.136202,0.0530936,0
474,48,48,0.275965,0.162677,0.0325373,0.0879981,21.195,0.136237,0.0531888,0
475,48,48,0.275965,0.162677,0.0325376,0.0879981,21.195,0.136263,0.0531836,0
476,48,48,0.275966,0.162676,0.0325378,0.0879981,21.195,0.136284,0.0532716,0
477,48,48,0.275967,0.162677,0.0325381,0.0879981,21.195,0.136303,0.0532463,0
478,48,48,0.275968,0.162677,0.0325384,0.0879981,21.195,0.136319,0.0531234,0
479,48,48,0.275969,0.162677,0.0325386,0.0879981,21.195,0.136335,0.0536173,0
480,48,48,0.275973,0.162667,0.0325583,0.0880004,21.195,0.136334,0.0536174,0
481,49,49,0.276035,0.162508,0.0325826,0.0880004,21.195,0.136292,0.0540358,0
482,49,49,0.276031,0.162513,0.0325871,0.0880004,21.195,0.136387,0.0539032,0
483,49,49,0.276029,0.162511,0.0325882,0.0880004,21.195,0.136432,0.0538469,0
484,49,49,0.276028,0.16251,0.0325886,0.0880004,21.195,0.136466,0.0536785,0
485,49,49,0.276028,0.162509,0.0325888,0.0880004,21.195,0.136488,0.0536666,0
486,49,49,0.276029,0.162509,0.0325891,0.0880004,21.195,0.136509,0.053589,0
487,49,49,0.27603,0.162509,0.0325893,0.0880004,21.195,0.136525,0.053435,0
488,49,49,0.276031,0.162509,0.0325896,0.0880004,21.195,0.136542,0.0532579,0
489,49,49,0.276032,0.162509,0.0325899,0.0880004,21.195,0.136555,0.053287,0
490,49,49,0.276037,0.1625,0.0326073,0.0880032,21.195,0.136554,0.0532872,0
491,50,50,0.276099,0.162337,0.0326331,0.0880032,21.195,0.13652,0.0532659,0
492,50,50,0.276097,0.162339,0.0326372,0.0880032,21.195,0.136606,0.0531946,0
493,50,50,0.276094,0.162337,0.0326384,0.0880032,21.195,0.136654,0.0531213,0
494,50,50,0.276094,0.162335,0.0326388,0.0880032,21.195,0.136681,0.0530427,0
495,50,50,0.276094,0.162334,0.0326391,0.0880032,21.195,0.136704,0.0529784,0
496,50,50,0.276095,0.162333,0.0326394,0.0880032,21.195,0.136722,0.0529938,0
497,50,50,0.276095,0.162333,0.0326398,0.0880032,21.195,0.13674,0.0533323,0
498,50,50,0.276096,0.162333,0.0326401,0.0880032,21.195,0.136754,0.0537428,0
499,50,50,0.276097,0.162333,0.0326405,0.0880032,21.195,0.136769,0.0536107,0
500,50,50,0.276103,0.162325,0.032656,0.088009,21.195,0.136768,0.0536112,0
501,51,51,0.276163,0.162157,0.0326836,0.088009,21.195,0.136735,0.0533977,0
502,51,51,0.276161,0.162158,0.0326868,0.088009,21.195,0.13683,0.0532477,0
503,51,51,0.276161,0.162155,0.0326878,0.088009,21.195,0.136878,0.0531791,0
504,51,51,0.276161,0.162153,0.0326884,0.088009,21.195,0.136907,0.0532609,0
505,51,51,0.276161,0.162151,0.0326888,0.088009,21.195,0.13693,0.0533842,0
506,51,51,0.276162,0.16215,0.0326892,0.088009,21.195,0.136949,0.0533381,0
507,51,51,0.276163,0.162149,0.0326897,0.088009,21.195,0.136968,0.0533619,0
508,51,51,0.276164,0.162148,0.0326903,0.088009,21.195,0.136984,0.0538539,0
509,51,51,0.276165,0.162148,0.0326908,0.088009,21.195,0.137001,0.0540039,0
510,51,51,0.276171,0.162141,0.0327045,0.0880171,21.195,0.137,0.0540046,0
511,52,52,0.276232,0.161968,0.0327335,0.0880171,21.195,0.136974,0.0539691,0
512,52,52,0.276231,0.161966,0.032737,0.0880171,21.195,0.137061,0.0543375,0
513,52,52,0.276231,0.161963,0.032738,0.0880171,21.195,0.137112,0.0540301,0
514,52,52,0.276231,0.16196,0.0327386,0.0880171,21.195,0.137139,0.0542039,0
515,52,52,0.276231,0.161958,0.0327392,0.0880171,21.195,0.137164,0.0541181,0
516,52,52,0.276232,0.161956,0.0327394,0.0880171,21.195,0.137185,0.0540645,0
517,52,52,0.276233,0.161955,0.0327396,0.0880171,21.195,0.137205,0.05364,0
518,52,52,0.276234,0.161954,0.0327397,0.0880171,21.195,0.137223,0.0536561,0
519,52,52,0.276236,0.161954,0.03274,0.0880171,21.195,0.13724,0.0537286,0
520,52,52,0.276242,0.161949,0.0327519,0.088028,21.195,0.137239,0.0537296,0
521,53,53,0.276306,0.16177,0.0327823,0.088028,21.195,0.137214,0.0541923,0
522,53,53,0.276303,0.161767,0.0327849,0.088028,21.195,0.137309,0.0552836,0
523,53,53,0.276303,0.161762,0.0327853,0.088028,21.195,0.137364,0.0547309,0
524,53,53,0.276304,0.161759,0.0327847,0.088028,21.195,0.137403,0.0543419,0
525,53,53,0.276304,0.161756,0.0327846,0.088028,21.195,0.137432,0.0541992,0
526,53,53,0.276306,0.161755,0.0327849,0.088028,21.195,0.137458,0.0536634,0
527,53,53,0.276308,0.161754,0.0327853,0.088028,21.195,0.137477,0.0534179,0
528,53,53,0.276309,0.161753,0.0327859,0.088028,21.195,0.137492,0.0535295,0
529,53,53,0.27631,0.161752,0.0327863,0.088028,21.195,0.13751,0.0534014,0
530,53,53,0.276317,0.16175,0.032797,0.0880428,21.195,0.13751,0.0534029,0
531,54,54,0.276372,0.161567,0.0328282,0.0880428,21.195,0.137501,0.0531513,0
532,54,54,0.276377,0.161562,0.0328301,0.0880428,21.195,0.137602,0.0531728,0
533,54,54,0.276378,0.161557,0.0328306,0.0880428,21.195,0.137652,0.0531851,0
534,54,54,0.276379,0.161554,0.0328308,0.0880428,21.195,0.137688,0.0531714,0
535,54,54,0.276386,0.161553,0.032828,0.0880428,21.195,0.13775,0.0533416,0
536,54,54,0.276387,0.161554,0.0328284,0.0880428,21.195,0.137773,0.0532155,0
537,54,54,0.276388,0.161553,0.032829,0.0880428,21.195,0.13779,0.0531907,0
538,54,54,0.27639,0.161553,0.0328292,0.0880428,21.195,0.137815,0.053262,0
539,54,54,0.27639,0.161552,0.0328298,0.0880428,21.195,0.137828,0.0536415,0
540,54,54,0.2764,0.161546,0.0328386,0.0880639,21.195,0.137828,0.0536433,0
541,55,55,0.276463,0.161357,0.0328684,0.0880639,21.195,0.137855,0.0534565,0
542,55,55,0.276465,0.161351,0.0328706,0.0880639,21.195,0.13796,0.0534199,0
543,55,55,0.276466,0.161346,0.0328708,0.0880639,21.195,0.13802,0.0533591,0
544,55,55,0.276466,0.161342,0.0328706,0.0880639,21.195,0.138063,0.0539635,0
545,55,55,0.276468,0.161339,0.0328706,0.0880639,21.195,0.138098,0.0537353,0
546,55,55,0.276469,0.161336,0.0328706,0.0880639,21.195,0.138126,0.0546054,0
547,55,55,0.27647,0.161335,0.0328708,0.0880639,21.195,0.138153,0.0543069,0
548,55,55,0.276472,0.161333,0.0328711,0.0880639,21.195,0.138177,0.0541431,0
549,55,55,0.276473,0.161332,0.0328713,0.0880639,21.195,0.1382,0.053844,0
550,55,55,0.276488,0.161332,0.0328784,0.0880952,21.195,0.1382,0.0538464,0
551,56,56,0.276549,0.161139,0.0329099,0.0880952,21.195,0.138253,0.0536351,0
552,56,56,0.276552,0.161131,0.0329115,0.0880952,21.195,0.138369,0.0535235,0
553,56,56,0.276553,0.161124,0.0329112,0.0880952,21.195,0.138439,0.0534553,0
554,56,56,0.276555,0.16112,0.0329107,0.0880952,21.195,0.13849,0.0533728,0
555,56,56,0.276556,0.161117,0.0329104,0.0880952,21.195,0.138533,0.0533378,0
556,56,56,0.276558,0.161114,0.0329101,0.0880952,21.195,0.138571,0.0532902,0
557,56,56,0.27656,0.161113,0.0329101,0.0880952,21.195,0.138604,0.0532797,0
558,56,56,0.276562,0.161111,0.0329101,0.0880952,21.195,0.138635,0.053302,0
559,56,56,0.276563,0.16111,0.0329101,0.0880952,21.195,0.138665,0.053386,0
560,56,56,0.276584,0.161114,0.0329163,0.0881414,21.195,0.138666,0.0533896,0
561,57,57,0.276646,0.160918,0.0329494,0.0881414,21.195,0.13877,0.0533545,0
562,57,57,0.276649,0.160908,0.0329501,0.0881414,21.195,0.138906,0.0533822,0
563,57,57,0.276651,0.160901,0.0329493,0.0881414,21.195,0.138998,0.0533847,0
564,57,57,0.276652,0.160896,0.0329483,0.0881414,21.195,0.139063,0.0535193,0
565,57,57,0.276654,0.160893,0.0329478,0.0881414,21.195,0.139116,0.0535544,0
566,57,57,0.276656,0.160891,0.0329474,0.0881414,21.195,0.13916,0.0533801,0
567,57,57,0.276658,0.160889,0.0329472,0.0881414,21.195,0.139201,0.0533419,0
568,57,57,0.27666,0.160888,0.0329471,0.0881414,21.195,0.13924,0.0532605,0
569,57,57,0.276662,0.160886,0.0329471,0.0881414,21.195,0.139275,0.0533271,0
570,57,57,0.276692,0.160892,0.0329526,0.0882067,21.195,0.139278,0.0533324,0
571,58,58,0.276758,0.160696,0.0329872,0.0882067,21.195,0.139455,0.0533965,0
572,58,58,0.27676,0.160684,0.0329874,0.0882067,21.195,0.139612,0.0534889,0
573,58,58,0.276762,0.160678,0.0329862,0.0882067,21.195,0.139711,0.0538167,0
574,58,58,0.276764,0.160673,0.032985,0.0882067,21.195,0.139785,0.0543881,0
575,58,58,0.276766,0.16067,0.0329842,0.0882067,21.195,0.139846,0.0541953,0
576,58,58,0.276769,0.160667,0.0329838,0.0882067,21.195,0.139899,0.0539447,0
577,58,58,0.276771,0.160666,0.0329836,0.0882067,21.195,0.139948,0.0536661,0
578,58,58,0.276774,0.160665,0.0329835,0.0882067,21.195,0.139992,0.0550584,0
579,58,58,0.276776,0.160664,0.0329836,0.0882067,21.195,0.140035,0.0570305,0
580,58,58,0.276814,0.160671,0.0329882,0.0882868,21.195,0.140038,0.057037,0
581,59,59,0.27688,0.160474,0.0330248,0.0882868,21.195,0.140278,0.0570816,0
582,59,59,0.276885,0.160462,0.033025,0.0882868,21.195,0.140476,0.0563367,0
583,59,59,0.276887,0.160456,0.0330237,0.0882868,21.195,0.140588,0.0556342,0
584,59,59,0.27689,0.160452,0.0330225,0.0882868,21.195,0.14069,0.0548199,0
585,59,59,0.276893,0.160449,0.0330219,0.0882868,21.195,0.140772,0.0542862,0
586,59,59,0.276896,0.160448,0.0330215,0.0882868,21.195,0.140848,0.0540655,0
587,59,59,0.276899,0.160446,0.0330214,0.0882868,21.195,0.140908,0.0542134,0
588,59,59,0.276902,0.160445,0.0330214,0.0882868,21.195,0.140962,0.0542725,0
589,59,59,0.276906,0.160445,0.0330215,0.0882868,21.195,0.141011,0.0540909,0
590,59,59,0.276943,0.160453,0.0330245,0.0883684,21.195,0.141014,0.0540977,0
591,60,60,0.277012,0.160258,0.0330629,0.0883684,21.195,0.141353,0.0539538,0
592,60,60,0.277016,0.160247,0.0330637,0.0883684,21.195,0.141587,0.0542907,0
593,60,60,0.27702,0.160242,0.0330634,0.0883684,21.195,0.141732,0.0547908,0
594,60,60,0.277023,0.160239,0.033063,0.0883684,21.195,0.141841,0.0546109,0
595,60,60,0.277027,0.160237,0.0330629,0.0883684,21.195,0.141927,0.0542934,0
596,60,60,0.277031,0.160235,0.0330633,0.0883684,21.195,0.142002,0.0540547,0
597,60,60,0.277035,0.160235,0.0330638,0.0883684,21.195,0.142068,0.0539119,0
598,60,60,0.27704,0.160234,0.0330646,0.0883684,21.195,0.142129,0.053806,0
599,60,60,0.277044,0.160234,0.0330655,0.0883684,21.195,0.142185,0.053771,0
600,60,60,0.277076,0.160242,0.0330641,0.0884456,21.195,0.142188,0.0537778,0
601,61,61,0.277145,0.16005,0.0331044,0.0884456,21.195,0.142612,0.0538416,0
602,61,61,0.277152,0.160041,0.0331063,0.0884456,21.195,0.142838,0.0538324,0
603,61,61,0.277156,0.160037,0.0331064,0.0884456,21.195,0.142987,0.0538274,0
604,61,61,0.277161,0.160035,0.0331064,0.0884456,21.195,0.143097,0.0538471,0
605,61,61,0.277166,0.160034,0.0331067,0.0884456,21.195,0.143183,0.0538493,0
606,61,61,0.277172,0.160033,0.0331073,0.0884456,21.195,0.143257,0.0538617,0
607,61,61,0.277177,0.160033,0.033108,0.0884456,21.195,0.143322,0.0539515,0
608,61,61,0.277182,0.160033,0.0331088,0.0884456,21.195,0.143382,0.0539102,0
609,61,61,0.277187,0.160033,0.0331097,0.0884456,21.195,0.143437,0.0538847,0
610,61,61,0.277212,0.160039,0.0331066,0.0885055,21.195,0.14344,0.0538903,0
611,62,62,0.277284,0.159848,0.0331463,0.0885055,21.195,0.143882,0.0539193,0
612,62,62,0.277291,0.159841,0.033149,0.0885055,21.195,0.144143,0.0540859,0
613,62,62,0.277296,0.159839,0.0331498,0.0885055,21.195,0.144309,0.0542155,0
614,62,62,0.277301,0.159837,0.0331503,0.0885055,21.195,0.144423,0.0541791,0
615,62,62,0.277307,0.159836,0.0331511,0.0885055,21.195,0.144516,0.054141,0
616,62,62,0.277312,0.159836,0.0331521,0.0885055,21.195,0.14459,0.0540761,0
617,62,62,0.277317,0.159836,0.0331531,0.0885055,21.195,0.144658,0.0540788,0
618,62,62,0.277322,0.159835,0.0331543,0.0885055,21.195,0.144711,0.0540454,0
619,62,62,0.277327,0.159836,0.0331554,0.0885055,21.195,0.144766,0.0541919,0
620,62,62,0.277344,0.159843,0.0331514,0.0885458,21.195,0.144767,0.0541957,0
621,63,63,0.277416,0.159654,0.0331933,0.0885458,21.195,0.145227,0.0545109,0
