Iteration,Time Step,Time,Vx Vel,Vy Vel,Vz Vel,Pressure,Temp,TKE,TED,Scalar
622,63,63,0.277422,0.159648,0.0331957,0.0885458,21.195,0.145483,0.0548114,0
623,63,63,0.277427,0.159647,0.0331965,0.0885458,21.195,0.145645,0.0547453,0
624,63,63,0.277433,0.159646,0.0331968,0.0885458,21.195,0.145766,0.0548586,0
625,63,63,0.27744,0.159647,0.0331958,0.0885458,21.195,0.145906,0.0550552,0
626,63,63,0.277446,0.159646,0.033196,0.0885458,21.195,0.145998,0.0544642,0
627,63,63,0.277452,0.159645,0.0331967,0.0885458,21.195,0.146028,0.0546364,0
628,63,63,0.277457,0.159645,0.0331977,0.0885458,21.195,0.14608,0.0547933,0
629,63,63,0.277462,0.159645,0.0331988,0.0885458,21.195,0.146106,0.0547645,0
630,63,63,0.277471,0.159655,0.0331965,0.0885703,21.195,0.146107,0.0547674,0
631,64,64,0.277539,0.159468,0.03324,0.0885703,21.195,0.146553,0.0546914,0
632,64,64,0.277547,0.159464,0.033242,0.0885703,21.195,0.146801,0.0547675,0
633,64,64,0.277553,0.159465,0.0332432,0.0885703,21.195,0.146951,0.0549335,0
634,64,64,0.27756,0.159466,0.033241,0.0885703,21.195,0.147062,0.0551618,0
635,64,64,0.277567,0.159468,0.0332422,0.0885703,21.195,0.14717,0.0544412,0
636,64,64,0.277573,0.159469,0.0332432,0.0885703,21.195,0.147206,0.0542828,0
637,64,64,0.277578,0.159469,0.0332446,0.0885703,21.195,0.147247,0.0544298,0
638,64,64,0.277583,0.159469,0.0332461,0.0885703,21.195,0.147297,0.054628,0
639,64,64,0.277587,0.15947,0.0332478,0.0885703,21.195,0.147341,0.05489,0
640,64,64,0.27759,0.159471,0.033244,0.0885802,21.195,0.147341,0.0548914,0
641,65,65,0.277656,0.159283,0.0332879,0.0885802,21.195,0.147728,0.0554023,0
642,65,65,0.277665,0.15928,0.0332908,0.0885802,21.195,0.147972,0.0554859,0
643,65,65,0.27767,0.159282,0.0332924,0.0885802,21.195,0.148085,0.0565962,0
644,65,65,0.277676,0.159284,0.033294,0.0885802,21.195,0.148166,0.0568934,0
645,65,65,0.277681,0.159285,0.0332958,0.0885802,21.195,0.148237,0.0569553,0
646,65,65,0.277687,0.159286,0.0332975,0.0885802,21.195,0.148305,0.0558617,0
647,65,65,0.277692,0.159288,0.0332993,0.0885802,21.195,0.148339,0.0556044,0
648,65,65,0.277696,0.159289,0.0333009,0.0885802,21.195,0.148386,0.055756,0
649,65,65,0.277701,0.15929,0.0333028,0.0885802,21.195,0.148432,0.0561632,0
650,65,65,0.2777,0.159285,0.0332974,0.0885798,21.195,0.148431,0.0561632,0
651,66,66,0.277763,0.159093,0.033345,0.0885798,21.195,0.148735,0.0551809,0
652,66,66,0.27777,0.159091,0.0333481,0.0885798,21.195,0.148941,0.0556513,0
653,66,66,0.277775,0.159092,0.0333502,0.0885798,21.195,0.149063,0.0565977,0
654,66,66,0.277781,0.159094,0.0333525,0.0885798,21.195,0.149152,0.0551507,0
655,66,66,0.277786,0.159096,0.0333539,0.0885798,21.195,0.149209,0.0561703,0
656,66,66,0.27779,0.159097,0.0333561,0.0885798,21.195,0.149254,0.0550045,0
657,66,66,0.277795,0.159099,0.0333572,0.0885798,21.195,0.149289,0.0565609,0
658,66,66,0.277799,0.159099,0.0333589,0.0885798,21.195,0.149324,0.0555792,0
659,66,66,0.277803,0.159101,0.0333596,0.0885798,21.195,0.149355,0.0566453,0
660,66,66,0.277799,0.159094,0.0333525,0.0885703,21.195,0.149353,0.0566443,0
661,67,67,0.277859,0.158897,0.0334017,0.0885703,21.195,0.149565,0.0553577,0
662,67,67,0.277866,0.158894,0.0334037,0.0885703,21.195,0.149751,0.0569623,0
663,67,67,0.277872,0.158894,0.0334022,0.0885703,21.195,0.14989,0.056028,0
664,67,67,0.277878,0.158894,0.0333998,0.0885703,21.195,0.149976,0.0560178,0
665,67,67,0.277884,0.158893,0.0333992,0.0885703,21.195,0.150029,0.0573917,0
666,67,67,0.277889,0.158893,0.0334003,0.0885703,21.195,0.15007,0.0563325,0
667,67,67,0.277895,0.158897,0.0333927,0.0885703,21.195,0.150147,0.0580497,0
668,67,67,0.277899,0.158896,0.0333884,0.0885703,21.195,0.1502,0.0567228,0
669,67,67,0.277903,0.158896,0.0333864,0.0885703,21.195,0.150234,0.0581804,0
670,67,67,0.277895,0.158888,0.0333856,0.088555,21.195,0.150233,0.0581804,0
671,68,68,0.27795,0.158688,0.0334275,0.088555,21.195,0.150446,0.056345,0
672,68,68,0.27796,0.158684,0.0334235,0.088555,21.195,0.150632,0.058145,0
673,68,68,0.277967,0.158681,0.0334187,0.088555,21.195,0.15075,0.0563435,0
674,68,68,0.277972,0.158679,0.0334175,0.088555,21.195,0.150805,0.0556537,0
675,68,68,0.277977,0.158679,0.0334191,0.088555,21.195,0.150837,0.0576736,0
676,68,68,0.27798,0.158679,0.0334233,0.088555,21.195,0.15086,0.0559839,0
677,68,68,0.277984,0.158682,0.0334273,0.088555,21.195,0.150883,0.0580189,0
678,68,68,0.277987,0.158682,0.0334298,0.088555,21.195,0.150911,0.0560754,0
679,68,68,0.27799,0.158684,0.0334302,0.088555,21.195,0.150938,0.055509,0
680,68,68,0.277978,0.158682,0.0334317,0.088534,21.195,0.150937,0.0555079,0
681,69,69,0.278026,0.158479,0.0334809,0.088534,21.195,0.151046,0.0551325,0
682,69,69,0.278035,0.158475,0.033482,0.088534,21.195,0.151199,0.0549944,0
683,69,69,0.278041,0.158477,0.0334837,0.088534,21.195,0.151279,0.054989,0
684,69,69,0.278045,0.158479,0.0334863,0.088534,21.195,0.151327,0.0549998,0
685,69,69,0.278049,0.15848,0.0334893,0.088534,21.195,0.15136,0.0549897,0
686,69,69,0.278053,0.158482,0.0334926,0.088534,21.195,0.151383,0.0549888,0
687,69,69,0.278056,0.158483,0.0334959,0.088534,21.195,0.151401,0.0550569,0
688,69,69,0.27806,0.158485,0.0334991,0.088534,21.195,0.151415,0.0552408,0
689,69,69,0.278063,0.158486,0.0335022,0.088534,21.195,0.151427,0.0553083,0
690,69,69,0.278048,0.15848,0.0334999,0.0885077,21.195,0.151424,0.0553055,0
691,70,70,0.278091,0.158271,0.0335566,0.0885077,21.195,0.151452,0.0551663,0
692,70,70,0.278102,0.158266,0.0335601,0.0885077,21.195,0.151563,0.0550917,0
693,70,70,0.278107,0.158267,0.0335627,0.0885077,21.195,0.151626,0.0550722,0
694,70,70,0.278111,0.158268,0.033565,0.0885077,21.195,0.151665,0.055144,0
695,70,70,0.278115,0.158268,0.0335672,0.0885077,21.195,0.151693,0.0552805,0
696,70,70,0.278119,0.158269,0.0335692,0.0885077,21.195,0.151714,0.0552332,0
697,70,70,0.278122,0.158269,0.0335712,0.0885077,21.195,0.15173,0.0554651,0
698,70,70,0.278125,0.15827,0.0335731,0.0885077,21.195,0.151745,0.0558705,0
699,70,70,0.278128,0.15827,0.0335748,0.0885077,21.195,0.151757,0.0558282,0
700,70,70,0.27811,0.158266,0.0335713,0.0884797,21.195,0.151753,0.055825,0
701,71,71,0.278152,0.158049,0.0336289,0.0884797,21.195,0.151735,0.0555901,0
702,71,71,0.278161,0.158043,0.033632,0.0884797,21.195,0.15183,0.0558852,0
703,71,71,0.278166,0.158042,0.0336342,0.0884797,21.195,0.151884,0.0563008,0
704,71,71,0.27817,0.158042,0.0336358,0.0884797,21.195,0.151918,0.0562773,0
705,71,71,0.278173,0.158041,0.0336373,0.0884797,21.195,0.151944,0.0559354,0
706,71,71,0.278176,0.158041,0.0336386,0.0884797,21.195,0.151961,0.0556681,0
707,71,71,0.278179,0.15804,0.0336399,0.0884797,21.195,0.151978,0.0560369,0
708,71,71,0.278181,0.15804,0.033641,0.0884797,21.195,0.151989,0.0561434,0
709,71,71,0.278183,0.15804,0.033642,0.0884797,21.195,0.152002,0.0560664,0
710,71,71,0.278163,0.15804,0.0336395,0.0884514,21.195,0.151999,0.0560633,0
711,72,72,0.278202,0.157819,0.0336972,0.0884514,21.195,0.151965,0.0559064,0
712,72,72,0.27821,0.157811,0.0336995,0.0884514,21.195,0.152042,0.0558089,0
713,72,72,0.278214,0.157809,0.0337009,0.0884514,21.195,0.152085,0.0560579,0
714,72,72,0.278217,0.157808,0.0337019,0.0884514,21.195,0.152109,0.0564625,0
715,72,72,0.27822,0.157807,0.0337027,0.0884514,21.195,0.152128,0.0563435,0
716,72,72,0.278223,0.157806,0.0337035,0.0884514,21.195,0.15214,0.0559535,0
717,72,72,0.278225,0.157805,0.0337043,0.0884514,21.195,0.152152,0.0557526,0
718,72,72,0.278227,0.157805,0.0337049,0.0884514,21.195,0.15216,0.0555346,0
719,72,72,0.278228,0.157805,0.0337055,0.0884514,21.195,0.152169,0.0555214,0
720,72,72,0.278208,0.157805,0.0337043,0.0884251,21.195,0.152166,0.0555186,0
721,73,73,0.278243,0.157582,0.0337625,0.0884251,21.195,0.152115,0.0553546,0
722,73,73,0.27825,0.157573,0.0337639,0.0884251,21.195,0.152174,0.0552268,0
723,73,73,0.278253,0.157571,0.0337646,0.0884251,21.195,0.152254,0.0554031,0
724,73,73,0.278256,0.157569,0.0337648,0.0884251,21.195,0.152222,0.0554428,0
725,73,73,0.278258,0.157567,0.0337651,0.0884251,21.195,0.152284,0.0554223,0
726,73,73,0.27826,0.157566,0.0337653,0.0884251,21.195,0.152245,0.0553359,0
727,73,73,0.278262,0.157565,0.0337655,0.0884251,21.195,0.152303,0.0553989,0
728,73,73,0.278263,0.157564,0.0337657,0.0884251,21.195,0.152261,0.0553273,0
729,73,73,0.278264,0.157564,0.0337658,0.0884251,21.195,0.152317,0.0556766,0
730,73,73,0.278245,0.157563,0.0337663,0.0884026,21.195,0.152314,0.055674,0
731,74,74,0.278276,0.157339,0.0338251,0.0884026,21.195,0.152248,0.0555135,0
732,74,74,0.278282,0.157329,0.0338257,0.0884026,21.195,0.152296,0.0556154,0
733,74,74,0.278285,0.157326,0.0338255,0.0884026,21.195,0.152318,0.055535,0
734,74,74,0.278287,0.157324,0.0338251,0.0884026,21.195,0.152333,0.0553746,0
735,74,74,0.278289,0.157322,0.0338248,0.0884026,21.195,0.15234,0.0555713,0
736,74,74,0.27829,0.157321,0.0338245,0.0884026,21.195,0.15235,0.0558513,0
737,74,74,0.278291,0.157319,0.033824,0.0884026,21.195,0.152354,0.0556381,0
738,74,74,0.278293,0.157318,0.0338236,0.0884026,21.195,0.152358,0.0554614,0
739,74,74,0.278293,0.157318,0.0338233,0.0884026,21.195,0.15236,0.0553904,0
740,74,74,0.278276,0.157316,0.0338257,0.0883851,21.195,0.152358,0.0553882,0
741,75,75,0.278308,0.15709,0.0338855,0.0883851,21.195,0.152297,0.0552211,0
742,75,75,0.278308,0.15708,0.0338852,0.0883851,21.195,0.152334,0.0552208,0
743,75,75,0.27831,0.157076,0.0338843,0.0883851,21.195,0.152349,0.0551234,0
744,75,75,0.278312,0.157074,0.0338832,0.0883851,21.195,0.152362,0.055154,0
745,75,75,0.278313,0.157072,0.0338823,0.0883851,21.195,0.152365,0.0556085,0
746,75,75,0.278314,0.15707,0.0338816,0.0883851,21.195,0.152375,0.0556792,0
747,75,75,0.278315,0.157068,0.0338806,0.0883851,21.195,0.152373,0.0554608,0
748,75,75,0.278316,0.157067,0.0338797,0.0883851,21.195,0.152382,0.0553726,0
749,75,75,0.278316,0.157067,0.033879,0.0883851,21.195,0.152379,0.0553738,0
750,75,75,0.278301,0.157063,0.0338828,0.0883752,21.195,0.152376,0.0553722,0
751,76,76,0.278324,0.156837,0.0339441,0.0883752,21.195,0.152326,0.0552633,0
752,76,76,0.278329,0.156826,0.033943,0.0883752,21.195,0.152347,0.0553221,0
753,76,76,0.278331,0.156822,0.0339412,0.0883752,21.195,0.152366,0.055321,0
754,76,76,0.278332,0.156818,0.0339394,0.0883752,21.195,0.152362,0.0554003,0
755,76,76,0.278333,0.156816,0.033938,0.0883752,21.195,0.152374,0.0554599,0
756,76,76,0.278334,0.156814,0.0339365,0.0883752,21.195,0.152366,0.0554939,0
757,76,76,0.278335,0.156812,0.0339354,0.0883752,21.195,0.152372,0.0554619,0
758,76,76,0.278335,0.156811,0.0339342,0.0883752,21.195,0.152362,0.0553852,0
759,76,76,0.278335,0.15681,0.0339332,0.0883752,21.195,0.152369,0.0553492,0
760,76,76,0.278324,0.156807,0.0339375,0.0883759,21.195,0.152367,0.0553483,0
761,77,77,0.278344,0.15658,0.0340003,0.0883759,21.195,0.152307,0.0555349,0
762,77,77,0.278347,0.156568,0.0339985,0.0883759,21.195,0.152331,0.0554443,0
763,77,77,0.278348,0.156563,0.0339957,0.0883759,21.195,0.152343,0.055377,0
764,77,77,0.278349,0.156559,0.0339932,0.0883759,21.195,0.152347,0.0553096,0
765,77,77,0.27835,0.156556,0.0339912,0.0883759,21.195,0.152357,0.0551921,0
766,77,77,0.27835,0.156554,0.0339894,0.0883759,21.195,0.152358,0.0551657,0
767,77,77,0.278351,0.156552,0.0339878,0.0883759,21.195,0.152369,0.0552394,0
768,77,77,0.278351,0.156551,0.0339863,0.0883759,21.195,0.152369,0.0552955,0
769,77,77,0.278351,0.15655,0.0339849,0.0883759,21.195,0.152379,0.0552201,0
770,77,77,0.278344,0.156548,0.0339897,0.0883888,21.195,0.152378,0.0552201,0
771,78,78,0.278359,0.156322,0.0340542,0.0883888,21.195,0.152339,0.0552209,0
772,78,78,0.278362,0.156308,0.0340516,0.0883888,21.195,0.152376,0.0551741,0
773,78,78,0.278364,0.156303,0.0340482,0.0883888,21.195,0.152393,0.0551472,0
774,78,78,0.278365,0.156298,0.0340451,0.0883888,21.195,0.15241,0.0552335,0
775,78,78,0.278365,0.156295,0.0340425,0.0883888,21.195,0.152425,0.055415,0
776,78,78,0.278366,0.156293,0.0340402,0.0883888,21.195,0.152436,0.0553589,0
777,78,78,0.278367,0.15629,0.0340379,0.0883888,21.195,0.152448,0.0552609,0
778,78,78,0.278367,0.156289,0.0340359,0.0883888,21.195,0.152457,0.0552477,0
779,78,78,0.278368,0.156288,0.0340341,0.0883888,21.195,0.152468,0.0553635,0
780,78,78,0.278365,0.156286,0.0340396,0.0884162,21.195,0.152468,0.0553645,0
781,79,79,0.278376,0.156061,0.0341055,0.0884162,21.195,0.152478,0.0553781,0
782,79,79,0.278382,0.156049,0.0341009,0.0884162,21.195,0.152587,0.0555739,0
783,79,79,0.278384,0.156043,0.0340965,0.0884162,21.195,0.152616,0.0554071,0
784,79,79,0.278385,0.156038,0.0340924,0.0884162,21.195,0.152637,0.0554327,0
785,79,79,0.278386,0.156035,0.034089,0.0884162,21.195,0.152665,0.055592,0
786,79,79,0.278387,0.156033,0.034086,0.0884162,21.195,0.15268,0.0555105,0
787,79,79,0.278388,0.15603,0.0340831,0.0884162,21.195,0.152703,0.0554301,0
788,79,79,0.278389,0.156029,0.0340806,0.0884162,21.195,0.152715,0.0563778,0
789,79,79,0.27839,0.156028,0.0340783,0.0884162,21.195,0.152738,0.0571171,0
790,79,79,0.278392,0.156025,0.0340853,0.0884587,21.195,0.152739,0.0571195,0
791,80,80,0.278405,0.155803,0.034151,0.0884587,21.195,0.152849,0.0572227,0
792,80,80,0.278407,0.155788,0.0341471,0.0884587,21.195,0.15292,0.0567397,0
793,80,80,0.278408,0.155781,0.0341424,0.0884587,21.195,0.152953,0.0563141,0
794,80,80,0.278409,0.155776,0.0341381,0.0884587,21.195,0.15299,0.0559446,0
795,80,80,0.27841,0.155771,0.0341343,0.0884587,21.195,0.153016,0.0558542,0
796,80,80,0.278411,0.155768,0.0341311,0.0884587,21.195,0.153041,0.0560231,0
797,80,80,0.278412,0.155765,0.0341282,0.0884587,21.195,0.153062,0.0564106,0
798,80,80,0.278413,0.155763,0.0341257,0.0884587,21.195,0.153082,0.0562565,0
799,80,80,0.278414,0.155761,0.0341233,0.0884587,21.195,0.153101,0.056041,0
800,80,80,0.27842,0.155763,0.0341307,0.0885142,21.195,0.153102,0.0560445,0
801,81,81,0.278426,0.155545,0.0342004,0.0885142,21.195,0.153248,0.0558077,0
802,81,81,0.278429,0.155528,0.0341954,0.0885142,21.195,0.153336,0.0556878,0
803,81,81,0.278431,0.15552,0.0341899,0.0885142,21.195,0.153405,0.055819,0
804,81,81,0.278433,0.155514,0.034185,0.0885142,21.195,0.153441,0.0556774,0
805,81,81,0.278435,0.15551,0.0341807,0.0885142,21.195,0.153489,0.0556331,0
806,81,81,0.278436,0.155506,0.034177,0.0885142,21.195,0.153515,0.0555654,0
807,81,81,0.278438,0.155503,0.0341738,0.0885142,21.195,0.153554,0.0556846,0
808,81,81,0.27844,0.155501,0.0341709,0.0885142,21.195,0.153573,0.0556667,0
809,81,81,0.278441,0.1555,0.0341682,0.0885142,21.195,0.153608,0.0556508,0
810,81,81,0.27845,0.155507,0.0341761,0.0885796,21.195,0.15361,0.0556553,0
811,82,82,0.278454,0.155293,0.0342493,0.0885796,21.195,0.15381,0.0556505,0
812,82,82,0.278457,0.155277,0.0342436,0.0885796,21.195,0.15394,0.0557226,0
813,82,82,0.27846,0.155269,0.0342374,0.0885796,21.195,0.154024,0.0557439,0
814,82,82,0.278463,0.155263,0.0342312,0.0885796,21.195,0.1541,0.0557958,0
815,82,82,0.278466,0.155259,0.0342254,0.0885796,21.195,0.154182,0.0558686,0
816,82,82,0.278472,0.155256,0.0342192,0.0885796,21.195,0.154297,0.0559036,0
817,82,82,0.278476,0.155252,0.0342134,0.0885796,21.195,0.15438,0.0560466,0
818,82,82,0.278479,0.155248,0.0342084,0.0885796,21.195,0.154453,0.0563493,0
819,82,82,0.278482,0.155246,0.0342041,0.0885796,21.195,0.154515,0.0563419,0
820,82,82,0.27849,0.155267,0.0342168,0.0886515,21.195,0.154519,0.0563484,0
821,83,83,0.278494,0.155066,0.0342911,0.0886515,21.195,0.155003,0.0568344,0
822,83,83,0.278499,0.155051,0.0342835,0.0886515,21.195,0.155284,0.0571419,0
823,83,83,0.278502,0.155044,0.0342775,0.0886515,21.195,0.155445,0.0571239,0
824,83,83,0.278504,0.155038,0.0342729,0.0886515,21.195,0.155569,0.0572431,0
825,83,83,0.278506,0.155035,0.0342696,0.0886515,21.195,0.155625,0.0571813,0
826,83,83,0.278508,0.155033,0.0342667,0.0886515,21.195,0.155689,0.0575676,0
827,83,83,0.27851,0.155031,0.0342645,0.0886515,21.195,0.155683,0.0575699,0
828,83,83,0.278511,0.155029,0.0342627,0.0886515,21.195,0.155697,0.0581522,0
829,83,83,0.278512,0.155029,0.0342614,0.0886515,21.195,0.15567,0.056181,0
830,83,83,0.278524,0.155033,0.0342686,0.0887241,21.195,0.155673,0.0561863,0
831,84,84,0.278522,0.154829,0.034349,0.0887241,21.195,0.156061,0.0557445,0
832,84,84,0.278527,0.154816,0.0343412,0.0887241,21.195,0.156081,0.0556138,0
833,84,84,0.278532,0.154809,0.034332,0.0887241,21.195,0.156129,0.0555606,0
834,84,84,0.278536,0.154803,0.034323,0.0887241,21.195,0.156147,0.055574,0
835,84,84,0.278541,0.154798,0.0343148,0.0887241,21.195,0.1562,0.0555598,0
836,84,84,0.278546,0.154793,0.0343076,0.0887241,21.195,0.156215,0.0556647,0
837,84,84,0.278551,0.154789,0.0343013,0.0887241,21.195,0.156264,0.0557477,0
838,84,84,0.278555,0.154786,0.0342958,0.0887241,21.195,0.156276,0.0557396,0
839,84,84,0.278558,0.154783,0.0342908,0.0887241,21.195,0.156322,0.0556702,0
840,84,84,0.278563,0.154776,0.0343054,0.0887959,21.195,0.156326,0.0556767,0
841,85,85,0.278562,0.154576,0.0343827,0.0887959,21.195,0.156513,0.0554516,0
842,85,85,0.278565,0.154563,0.0343742,0.0887959,21.195,0.156643,0.0554526,0
843,85,85,0.278569,0.154557,0.0343668,0.0887959,21.195,0.156745,0.0554494,0
844,85,85,0.278573,0.154551,0.0343605,0.0887959,21.195,0.15682,0.0554693,0
845,85,85,0.278577,0.154547,0.0343553,0.0887959,21.195,0.156879,0.0555749,0
846,85,85,0.27858,0.154544,0.0343511,0.0887959,21.195,0.156929,0.0555049,0
847,85,85,0.278584,0.154541,0.0343474,0.0887959,21.195,0.156971,0.0554951,0
848,85,85,0.278588,0.154539,0.0343442,0.0887959,21.195,0.157012,0.0554905,0
849,85,85,0.278591,0.154537,0.0343414,0.0887959,21.195,0.157048,0.0554675,0
850,85,85,0.278596,0.154531,0.0343571,0.0888676,21.195,0.157053,0.055474,0
851,86,86,0.278591,0.154334,0.0344393,0.0888676,21.195,0.157327,0.0553886,0
852,86,86,0.278594,0.154324,0.0344342,0.0888676,21.195,0.157442,0.0554542,0
853,86,86,0.278596,0.154319,0.0344295,0.0888676,21.195,0.157594,0.0554553,0
854,86,86,0.278599,0.154315,0.0344255,0.0888676,21.195,0.15764,0.0554343,0
855,86,86,0.278602,0.154312,0.0344224,0.0888676,21.195,0.157748,0.0555525,0
856,86,86,0.278606,0.15431,0.0344199,0.0888676,21.195,0.157766,0.0554893,0
857,86,86,0.278609,0.154309,0.0344178,0.0888676,21.195,0.157857,0.0555005,0
858,86,86,0.278613,0.154308,0.034416,0.0888676,21.195,0.157862,0.0554624,0
859,86,86,0.278616,0.154306,0.0344144,0.0888676,21.195,0.157943,0.0554519,0
860,86,86,0.278625,0.154303,0.0344271,0.0889357,21.195,0.157947,0.0554576,0
861,87,87,0.278617,0.15411,0.0345153,0.0889357,21.195,0.1582,0.0554462,0
862,87,87,0.27862,0.154098,0.0345138,0.0889357,21.195,0.158387,0.0554659,0
863,87,87,0.278623,0.154095,0.0345118,0.0889357,21.195,0.15852,0.0554559,0
864,87,87,0.278625,0.154092,0.0345098,0.0889357,21.195,0.158604,0.0556465,0
865,87,87,0.278628,0.15409,0.0345082,0.0889357,21.195,0.158687,0.0556688,0
866,87,87,0.278632,0.154089,0.0345069,0.0889357,21.195,0.158774,0.0556955,0
867,87,87,0.278633,0.15409,0.0345061,0.0889357,21.195,0.158813,0.055631,0
868,87,87,0.278636,0.15409,0.034505,0.0889357,21.195,0.158861,0.0555865,0
869,87,87,0.278639,0.15409,0.0345041,0.0889357,21.195,0.158909,0.0555456,0
870,87,87,0.278652,0.15409,0.0345122,0.0889994,21.195,0.158912,0.0555506,0
871,88,88,0.278643,0.1539,0.0346057,0.0889994,21.195,0.159231,0.0555607,0
872,88,88,0.278646,0.15389,0.034607,0.0889994,21.195,0.159436,0.0556552,0
873,88,88,0.278649,0.153887,0.0346067,0.0889994,21.195,0.15957,0.055693,0
874,88,88,0.278651,0.153884,0.034606,0.0889994,21.195,0.159667,0.0557136,0
875,88,88,0.278655,0.153883,0.0346054,0.0889994,21.195,0.159744,0.0557183,0
876,88,88,0.278658,0.153881,0.0346049,0.0889994,21.195,0.159808,0.0556639,0
877,88,88,0.278661,0.15388,0.0346045,0.0889994,21.195,0.159864,0.055625,0
878,88,88,0.278665,0.15388,0.0346041,0.0889994,21.195,0.159914,0.0556133,0
879,88,88,0.278668,0.15388,0.0346038,0.0889994,21.195,0.159961,0.0556053,0
880,88,88,0.278681,0.153884,0.0346084,0.0890537,21.195,0.159963,0.0556097,0
881,89,89,0.278672,0.153695,0.0347056,0.0890537,21.195,0.160324,0.0556526,0
882,89,89,0.278676,0.153685,0.0347091,0.0890537,21.195,0.160534,0.0557139,0
883,89,89,0.278679,0.153682,0.0347104,0.0890537,21.195,0.160671,0.0557112,0
884,89,89,0.278682,0.15368,0.0347109,0.0890537,21.195,0.160768,0.055824,0
885,89,89,0.278686,0.153679,0.0347113,0.0890537,21.195,0.160846,0.0558933,0
886,89,89,0.278689,0.153678,0.0347117,0.0890537,21.195,0.160907,0.0558501,0
887,89,89,0.278693,0.153677,0.034712,0.0890537,21.195,0.160963,0.0557968,0
888,89,89,0.278696,0.153676,0.0347123,0.0890537,21.195,0.161013,0.0557502,0
889,89,89,0.278699,0.153676,0.0347125,0.0890537,21.195,0.16106,0.0557403,0
890,89,89,0.27871,0.153683,0.0347136,0.0890989,21.195,0.161062,0.0557441,0
891,90,90,0.278702,0.153497,0.0348133,0.0890989,21.195,0.161449,0.0558098,0
892,90,90,0.278708,0.153487,0.0348183,0.0890989,21.195,0.161662,0.0558759,0
893,90,90,0.278711,0.153485,0.0348209,0.0890989,21.195,0.161795,0.0558956,0
894,90,90,0.278714,0.153483,0.0348224,0.0890989,21.195,0.161895,0.0559112,0
895,90,90,0.278718,0.153482,0.0348237,0.0890989,21.195,0.161974,0.0559023,0
896,90,90,0.278722,0.153481,0.0348248,0.0890989,21.195,0.162041,0.0559081,0
897,90,90,0.278726,0.153481,0.0348258,0.0890989,21.195,0.1621,0.0559391,0
898,90,90,0.27873,0.15348,0.0348266,0.0890989,21.195,0.162153,0.0559884,0
899,90,90,0.278733,0.153481,0.0348274,0.0890989,21.195,0.162201,0.0559517,0
900,90,90,0.278739,0.153487,0.0348263,0.0891357,21.195,0.162203,0.0559551,0
901,91,91,0.278732,0.153307,0.034928,0.0891357,21.195,0.162636,0.055967,0
902,91,91,0.278739,0.153298,0.0349339,0.0891357,21.195,0.162847,0.0559736,0
903,91,91,0.278743,0.153297,0.0349374,0.0891357,21.195,0.162983,0.0559717,0
904,91,91,0.278747,0.153296,0.0349398,0.0891357,21.195,0.163082,0.0560209,0
905,91,91,0.278751,0.153295,0.0349419,0.0891357,21.195,0.163162,0.0560443,0
906,91,91,0.278755,0.153295,0.0349437,0.0891357,21.195,0.163232,0.0560574,0
907,91,91,0.278759,0.153295,0.0349453,0.0891357,21.195,0.163293,0.0560436,0
908,91,91,0.278763,0.153296,0.0349468,0.0891357,21.195,0.163347,0.0560634,0
909,91,91,0.278767,0.153296,0.034948,0.0891357,21.195,0.163398,0.0560478,0
910,91,91,0.278766,0.153297,0.0349461,0.0891659,21.195,0.1634,0.0560512,0
911,92,92,0.278761,0.153127,0.0350495,0.0891659,21.195,0.163935,0.0560802,0
912,92,92,0.278764,0.153127,0.0350566,0.0891659,21.195,0.164141,0.0560859,0
913,92,92,0.278768,0.153128,0.0350605,0.0891659,21.195,0.164276,0.056102,0
914,92,92,0.278772,0.153129,0.0350633,0.0891659,21.195,0.164379,0.0561165,0
915,92,92,0.278776,0.153128,0.0350658,0.0891659,21.195,0.164453,0.056123,0
916,92,92,0.278781,0.153128,0.0350679,0.0891659,21.195,0.164519,0.056129,0
917,92,92,0.278785,0.153128,0.0350698,0.0891659,21.195,0.164573,0.056127,0
918,92,92,0.278789,0.153128,0.0350715,0.0891659,21.195,0.164622,0.0561234,0
919,92,92,0.278793,0.153128,0.035073,0.0891659,21.195,0.164665,0.0561259,0
920,92,92,0.278793,0.153123,0.0350693,0.0892037,21.195,0.164668,0.0561301,0
921,93,93,0.278788,0.152963,0.0351745,0.0892037,21.195,0.165268,0.056194,0
922,93,93,0.278796,0.152958,0.035181,0.0892037,21.195,0.16543,0.0562125,0
923,93,93,0.278801,0.15296,0.0351853,0.0892037,21.195,0.165605,0.0562412,0
924,93,93,0.278805,0.15296,0.0351886,0.0892037,21.195,0.165649,0.0562463,0
925,93,93,0.278809,0.15296,0.0351914,0.0892037,21.195,0.165769,0.0562496,0
926,93,93,0.278813,0.152961,0.0351939,0.0892037,21.195,0.16578,0.0562464,0
927,93,93,0.278818,0.152961,0.0351962,0.0892037,21.195,0.165879,0.0562557,0
928,93,93,0.278822,0.152961,0.0351981,0.0892037,21.195,0.165877,0.0562578,0
929,93,93,0.278825,0.152962,0.0351999,0.0892037,21.195,0.165967,0.0562654,0
930,93,93,0.278822,0.152955,0.0351951,0.0892349,21.195,0.16597,0.0562692,0
931,94,94,0.278819,0.152797,0.0353014,0.0892349,21.195,0.166496,0.0563371,0
932,94,94,0.278828,0.152795,0.0353083,0.0892349,21.195,0.1667,0.0563623,0
